"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Eurasian Wren","Troglodytes troglodytes",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter",,1151576,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Nuthatch","Sitta europaea",europaea,"Jarek Matusiak",2009-08-21,11:00,"Kelmė, Siauliai Region",Lithuania,55.6919,22.7816,150,call,,,113907,https://creativecommons.org/licenses/by-nc-sa/3.0/
"Eurasian Nuthatch","Sitta europaea",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,call,,,1069954,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Nuthatch","Sitta europaea",,"Juan Verhelst",2014-06-04,14:37,"Palangos miesto savivaldybė (near  Palanga), Palangos miesto savivaldybė, Klaipėda County",Lithuania,55.9025,21.0524,10,call,"Conifer woodland, planted; canopy at some 30-35 m. Undergrowth with other native plants not dense. Behind beach dunes.
There was a family of 4 individuals, possibly 2-3 juveniles with 1-2 adults, the calls are very much like contact calls, they were moving along together keeping contact all the time.",,182518,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Nuthatch","Sitta europaea",,"Juan Verhelst",2014-06-04,14:36,"Palangos miesto savivaldybė (near  Palanga), Palangos miesto savivaldybė, Klaipėda County",Lithuania,55.9025,21.0524,10,call,"Conifer woodland, planted; canopy at some 30-35 m. Undergrowth with other native plants not dense. Behind beach dunes.
There was a family of 4 individuals, possibly 2-3 juveniles with 1-2 adults, the calls are very much like contact calls, they were moving along together keeping contact all the time.",,182517,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Treecreeper","Certhia familiaris",familiaris,"Jarek Matusiak",2009-08-21,10:00,"Lithuania ",Lithuania,54.9689,26.0284,?,call,"contact call",,40907,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Common Starling","Sturnus vulgaris",,"Sunny Tseng",2025-05-11,07:00,"Nida (reed area)",Lithuania,55.3117,21.0123,0,song,"Audio processed by normalization (-3dB) and high-pass filter (300 Hz, 6dB). ",,1152609,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Starling","Sturnus vulgaris",,"Juan Verhelst",2014-05-25,14:30,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"begging call, call","A group of about 10 individuals (juveniles and adults) vocalising near a small stream.",,180108,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,song,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152310,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter","Cyanistes caeruleus,Columba palumbus,Parus major,Troglodytes troglodytes,Phylloscopus collybita",1151578,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter. ",,1151585,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Dmitry Kulakov",2016-06-29,18:30,"Tauragės seniūnija (near  Taurai), Tauragės rajono savivaldybė, Tauragės apskritis",Lithuania,55.259,22.2588,20,song,,,325362,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Juan Verhelst",2014-07-02,19:39,"Vilkpėdės seniūnija (near  Vilnius), Vilnius city municipality, Vilnius County",Lithuania,54.6816,25.236,110,song,"Nice tall forested area.
After playback, sings a bit furiously! if can be said that, seems too me than there are less silences between notes.",,186077,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,Emilija,2015-04-05,19:00,"Fabijoniškių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.7237,25.2641,8,song,"Recording unmodified.
On the top of a tree, about 8 meters above the ground.
No specific interactions, postures or displays. 
Recorded during sunset.",,234365,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Juan Verhelst",2014-07-02,19:37,"Vilkpėdės seniūnija (near  Vilnius), Vilnius city municipality, Vilnius County",Lithuania,54.6816,25.236,110,song,"Nice tall forested area.",,186074,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Juan Verhelst",2014-07-02,19:36,"Vilkpėdės seniūnija (near  Vilnius), Vilnius city municipality, Vilnius County",Lithuania,54.6816,25.236,110,song,"Nice tall forested area.",,186073,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Song Thrush","Turdus philomelos",,"Juan Verhelst",2014-06-21,19:32,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,song,"Saw after playback an individual of Turdus philomelos, thus I think that most likely was this one who was singing. Needs confirmation from curator.",,183476,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Mistle Thrush","Turdus viscivorus",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152739,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Mistle Thrush","Turdus viscivorus",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152738,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,song,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152307,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,song,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152301,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Gediminas Petkus",2021-03-27,07:30,"Dūkštų seniūnija (near  Dūkštos), Vilniaus rajono savivaldybė, Vilniaus apskritis",Lithuania,54.8148,24.9622,20,song,,,632809,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Stephan Risch",2024-06-17,17:39,"Klaipėda, Giruliai",Lithuania,55.7667,21.0907,30,song,,,921237,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Juan Verhelst",2014-06-28,18:20,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"alarm call",,,186070,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Juan Verhelst",2014-05-24,11:30,"Antakalnio seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7356,25.4044,140,call,"Singing on the top of a conifer.
Sunny day.",,180112,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Blackbird","Turdus merula",,"Juan Verhelst",2012-05-20,17:00,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,song,"Very faintly in the background particularly after half of the recording has passed sounds a Chif Chaf - Phylloscopus collybita. The recording was slightly modified, filtered with a high pass (about 2000 hz), recording taking with a mobile phone (Sony-E k800i), therefore a range of frequencies lost and quality not very high.",,147898,https://creativecommons.org/licenses/by-nc-sa/3.0/
"Spotted Flycatcher","Muscicapa striata",,"Juan Verhelst",2014-06-03,13:00,"Kretingos miesto seniūnija (near  Kretinga), Kretinga district municipality, Klaipėda County",Lithuania,55.8918,21.2423,20,call,,,182505,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Spotted Flycatcher","Muscicapa striata",,"Juan Verhelst",2014-06-03,13:00,"Kretingos miesto seniūnija (near  Kretinga), Kretinga district municipality, Klaipėda County",Lithuania,55.8918,21.2423,20,call,,,182506,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Robin","Erithacus rubecula",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,call,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ","Fringilla coelebs,Coccothraustes coccothraustes,Turdus merula,Parus major",1152298,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Robin","Erithacus rubecula",,"Stephan Risch",2024-06-18,21:22,"Klaipėda, Giruliai",Lithuania,55.7667,21.0907,30,song,,,921230,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Robin","Erithacus rubecula",,"Stephan Risch",2024-06-18,10:58,"Kuronian Spit, Juodkrantė, village",Lithuania,55.5436,21.121,0,song,,,918110,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Robin","Erithacus rubecula",,"Juan Verhelst",2014-06-15,16:17,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7719,25.334,140,song,"Bosque de coniferas, con otras especies mezcladas, particularmente en el sotobosque.
Este individuo estaba en el filo de esta colina en el borde de la servidumbre de una linea de alta tension.",,183388,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Robin","Erithacus rubecula",,"Juan Verhelst",2014-06-06,12:07,"Palangos miesto savivaldybė (near  Palanga), Palangos miesto savivaldybė, Klaipėda County",Lithuania,55.908,21.0586,10,call,"In canopy, woodland, some conifers mixed with many other tress such as birch, oak, ash?, etc.
Background Phylloscopus collybita and Fringilla coelebs.
Identified as Erithacus rubecula by Piotr Szczypinski, which I agree.",,183174,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Robin","Erithacus rubecula",,"Juan Verhelst",2014-06-03,14:30,"Kretingos miesto seniūnija (near  Kretinga), Kretinga district municipality, Klaipėda County",Lithuania,55.8976,21.2526,30,"alarm call, call",,,182502,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Thrush Nightingale","Luscinia luscinia",,"Sunny Tseng",2025-05-07,07:00,"Zuvintas Biosphere",Lithuania,54.4573,23.6364,80,song,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152264,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Thrush Nightingale","Luscinia luscinia",,"Sunny Tseng",2025-05-07,06:30,"Zuvintas Biosphere",Lithuania,54.4573,23.6364,80,song,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152258,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Thrush Nightingale","Luscinia luscinia",,"Lars Lachmann",2015-05-20,02:02,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,song,"long recording (8:45 min) of male singing at night without break, in background two more males and two corncrakes","Crex crex",245720,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Thrush Nightingale","Luscinia luscinia",,"Jacques PREVOST",2005-05-26,?:?,"Neringa peninsula",Lithuania,55.4634,21.0806,0,song,,,78935,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Thrush Nightingale","Luscinia luscinia",,Edvard,2020-05-21,00:30,"Žvėrynas eldership (near  Vilnius), Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.6915,25.2437,90,song,,,562391,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Thrush Nightingale","Luscinia luscinia",,"Dmitry Kulakov",2016-05-24,06:30,"Tauragės miesto seniūnija (near  Tauragė), Tauragės rajono savivaldybė, Tauragės apskritis",Lithuania,55.2575,22.2628,20,song,,,318797,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Thrush Nightingale","Luscinia luscinia",,"Stephan Risch",2024-06-21,16:01,"Suverai and environment",Lithuania,55.3964,21.2547,0,call,,,917773,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantė (sound catcher)",Lithuania,55.5546,21.1164,50,song,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152662,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantė (sound catcher)",Lithuania,55.5546,21.1164,50,song,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152661,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Francesco Sottile",2018-07-02,13:19,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.7639,25.2736,180,call,,"Regulus regulus,Fringilla coelebs",424291,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Juan Verhelst",2014-06-24,14:08,"Senamiesčio seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.6851,25.2967,100,call,"Contact call. Several birds spread in 25 m radius calling, I thought of crickets, but seems were chicks. Around was a possible female of Ficedula hypoleuca, but around saw also also that resembled a Muscicapa striata juv. Therefore not sure who was with who since all of them were moving around very close.
Needs confirmation from curator.",,183481,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Juan Verhelst",2014-05-25,12:00,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"alarm call","A female, extremely allarmed by a Eurasian Wryneck exploring a cavity in an apple tree just below a box that she was using.",,180110,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Juan Verhelst",2014-05-25,12:30,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,song,"Low pass filter at 7056 Hz.",,180109,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Pied Flycatcher","Ficedula hypoleuca",,"Juan Verhelst",2014-05-23,20:30,"Senamiesčio seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.6824,25.2968,100,call,,,179655,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Sunny Tseng",2025-05-03,07:30,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed in Audacity with -3 dB normalization and a 300 Hz (6 dB/octave) high-pass filter.",,1151553,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Sunny Tseng",2025-05-03,07:30,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed in Audacity with -3 dB normalization and a 300 Hz (6 dB/octave) high-pass filter.",,1151552,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Sunny Tseng",2025-05-03,07:30,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed in Audacity with -3 dB normalization and a 300 Hz (6 dB/octave) high-pass filter.",,1151551,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Stephan Risch",2024-06-18,09:28,"Klaipėda, Giruliai",Lithuania,55.7667,21.0907,30,song,,"Turdus merula",921232,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,Laura,2017-05-22,19:00,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,song,"In the evening in the little forest near the house.",,371646,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Juan Verhelst",2014-06-25,20:49,"Senamiesčio seniūnija (near  Vilnius), Vilnius city municipality, Vilnius County",Lithuania,54.684,25.2857,100,song,"Recording has a bit of noise since was done the side of a street, so passed a highpass filter to clear it up a bit.",,186060,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Juan Verhelst",2014-06-25,20:48,"Senamiesčio seniūnija (near  Vilnius), Vilnius city municipality, Vilnius County",Lithuania,54.684,25.2857,100,song,"Recording has a bit of noise since was done the side of a street, so passed a highpass filter to clear it up a bit.",,186059,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Redstart","Phoenicurus phoenicurus",,"Juan Verhelst",2014-06-22,19:46,"Senamiesčio seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.6836,25.2961,100,call,"Semiopen area with scatrered trees, mixed species. Singing at some 5 m in a tree, then on a fence.",,183480,https://creativecommons.org/licenses/by-nc-sa/4.0/
Whinchat,"Saxicola rubetra",,"Sunny Tseng",2025-05-08,03:30,"Zuvintas Biosphere (crane site)",Lithuania,54.4474,23.6083,80,song,"Audio processed by high-pass filter (300Hz, 6dB) and normalization (-3dB). ",,1152691,https://creativecommons.org/licenses/by-nc-sa/4.0/
"House Sparrow","Passer domesticus",,"Rostyslav Romanyshyn",2019-09-07,13:30,"Senamiestis Eldership (near  Vilnius), Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.6865,25.2933,100,call,,,524219,https://creativecommons.org/licenses/by-nc-sa/4.0/
Dunnock,"Prunella modularis",modularis,"Jarek Matusiak",2016-06-29,15:00,"Lazdijų seniūnija (near  Virbalai), Lazdijų rajono savivaldybė, Alytaus apskritis",Lithuania,54.2484,23.4118,180,song,,,325335,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Western Yellow Wagtail","Motacilla flava",,"Stephan Risch",2024-06-21,11:07,"Suverai and environment",Lithuania,55.3964,21.2547,0,song,,"Motacilla flava",917768,https://creativecommons.org/licenses/by-nc-sa/4.0/
"White Wagtail","Motacilla alba",,"Juan Verhelst",2014-06-23,16:50,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"begging call","Juvenile begging call. Accelerated call frequency when parent brought food.
Semiopen area, on abandoned wooden small shed.",,183483,https://creativecommons.org/licenses/by-nc-sa/4.0/
"White Wagtail","Motacilla alba",,Aladdin,2024-06-06,09:30,"33 Kvėdarnos gatvė, Alkupis",Lithuania,55.5807,22.1183,120,song,"Recorded with my mobile phone. High Pass Filter applied with Audacity


Sitting on a wire next to a Yellowhammer",,910986,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Pipit","Anthus campestris",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152723,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Pipit","Anthus campestris",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152722,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Pipit","Anthus campestris",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152726,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Pipit","Anthus campestris",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152725,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Pipit","Anthus campestris",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152721,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Pipit","Anthus campestris",,"Antoni Knychała",2017-06-06,20:00,"Kuršių Nerija National Park, Neringos savivaldybė, Klaipėda County",Lithuania,55.303,20.9758,0,song,"High and low pass filter, noise reduction",,376996,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tree Pipit","Anthus trivialis",,"Juan Verhelst",2014-07-05,10:59,"Buivydžių seniūnija (near  Pakalnės), Vilnius District Municipality, Vilnius County",Lithuania,54.8425,25.5824,160,"flight call, song","Made a highpass filter since at some point there was a chainsaw sound.
At some point in sustained flight with widely open wings and hovering slightly but almost soaring for a bit.
Small bird, wings seems some how triangular and saw it brown from below.
In a conifer forest, some 25-30 m canopy, relatively clear undergrowth, with mosses and small bushes such as blueberries.
Identified as Anthus trivialis by Piotr Szczypinski.",,186080,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,call,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152741,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,"call, song","Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152733,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantė (sound catcher)",Lithuania,55.5546,21.1164,50,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152676,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantė (sound catcher)",Lithuania,55.5546,21.1164,50,song,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152659,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-11,07:30,"Nida (reed area)",Lithuania,55.3117,21.0123,0,song,"Audio processed by normalization (-3dB) and high-pass filter (300 Hz, 6dB). ",,1152618,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,call,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152309,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,song,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ","Fringilla coelebs,Turdus merula,Parus major,Troglodytes troglodytes",1152306,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,call,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152297,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,song,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152296,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,call,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152295,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter",,1151574,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-03,07:30,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed in Audacity with -3 dB normalization and a 300 Hz (6 dB/octave) high-pass filter.",,1151558,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",coelebs,"Jarek Matusiak",2018-04-07,11:00,"Varėnos rajono savivaldybė, Alytaus apskritis",Lithuania,54.0504,24.3919,130,"call, finch","en - ""finch"" call, de - ""fink"" stimme",,592349,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",coelebs,"Jarek Matusiak",2018-04-07,11:00,"Varėnos rajono savivaldybė, Alytaus apskritis",Lithuania,54.0504,24.3919,130,"call, finch","en - ""finch"" call, de - ""fink"" stimme",,592302,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",coelebs,"Jarek Matusiak",2018-04-07,11:00,"Varėnos rajono savivaldybė, Alytaus apskritis",Lithuania,54.0504,24.3919,130,"call, cirkanie, raincall, rülsch, рюмение","pl - cirkanie, ru - рюмение, en - raincall, de - rülsch",,592301,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-08,08:30,"Zuvintas Biosphere (nature trail) ",Lithuania,54.4398,23.4184,110,song,"Audio processed by high-pass filter (300Hz at 6dB) and normalization (-3dB). ",,1152312,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-03,07:30,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed in Audacity with -3 dB normalization and a 300 Hz (6 dB/octave) high-pass filter.",,1151562,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Sunny Tseng",2025-05-03,07:30,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed in Audacity with -3 dB normalization and a 300 Hz (6 dB/octave) high-pass filter.",,1151557,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stephan Risch",2024-06-17,19:18,"Klaipėda, Giruliai",Lithuania,55.7667,21.0907,30,song,,,921240,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stephan Risch",2024-06-18,10:53,"Kuronian Spit, Juodkrantė, village",Lithuania,55.5436,21.121,0,song,,,918109,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Stephan Risch",2024-06-21,11:15,"Suverai and environment",Lithuania,55.3964,21.2547,0,song,,,917769,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Chaffinch","Fringilla coelebs",,"Igoris S.",2023-06-12,10:30,"Zarasų seniūnija (near  Šiurpiškės), Zarasai District Municipality, Utena County",Lithuania,55.6628,26.1535,180,song,"No changes on sound - as recorded.","Ficedula parva,Fringilla coelebs",896525,https://creativecommons.org/licenses/by-nc-sa/4.0/
